MV Schillplate		
1		
1		
1		
0	82.84	
MainHull		
75	0.971	0.1
75	1.097	0.145
75	1.218	0.201
75	1.302	0.248
75	1.382	0.298
75	1.455	0.348
75	1.576	0.449
75	1.624	0.499
75	1.698	0.593
75	1.766	0.692
75	1.83	0.793
75	1.895	0.893
75	2.346	1.91
75	2.559	2.456
75	2.808	2.985
75	3.088	3.499
75	3.908	4.765
75	4.469	5.499
75	5.075	6.198
75	5.724	6.85
75	5.939	8.498
75	6.058	9.423
75	0	9.423
	24	
74.9	0	0.001
74.9	0.392	0
74.9	0.613	0.018
74.9	0.834	0.055
74.9	1.048	0.114
74.9	1.253	0.201
74.9	1.337	0.247
74.9	1.491	0.348
74.9	1.559	0.401
74.9	1.671	0.515
74.9	1.769	0.642
74.9	1.857	0.777
74.9	1.942	0.913
74.9	2.376	1.891
74.9	2.594	2.442
74.9	2.848	2.976
74.9	3.131	3.495
74.9	3.953	4.764
74.9	4.511	5.496
74.9	5.112	6.196
74.9	5.755	6.85
74.9	5.959	8.497
74.9	6.071	9.422
74.9	0	9.422
	26	
74.8	0	0.001
74.8	0.426	0
74.8	0.648	0.018
74.8	0.868	0.054
74.8	1.083	0.114
74.8	1.288	0.201
74.8	1.373	0.247
74.8	1.455	0.298
74.8	1.594	0.401
74.8	1.714	0.524
74.8	1.819	0.661
74.8	1.912	0.808
74.8	2	0.956
74.8	2.395	1.846
74.8	2.508	2.141
74.8	2.63	2.431
74.8	2.903	3
74.8	3.182	3.506
74.8	3.484	4.001
74.8	3.997	4.762
74.8	4.551	5.493
74.8	5.147	6.194
74.8	5.785	6.85
74.8	5.977	8.496
74.8	6.083	9.421
74.8	0	9.421
	30	
74.7	0	0
74.7	0.46	0
74.7	0.683	0.017
74.7	0.903	0.054
74.7	1.118	0.114
74.7	1.324	0.2
74.7	1.409	0.247
74.7	1.492	0.298
74.7	1.562	0.348
74.7	1.629	0.401
74.7	1.73	0.5
74.7	1.829	0.623
74.7	1.917	0.754
74.7	1.997	0.891
74.7	2.073	1.029
74.7	2.402	1.769
74.7	2.446	1.885
74.7	2.468	1.943
74.7	2.49	2.001
74.7	2.961	3.026
74.7	3.531	4
74.7	3.862	4.506
74.7	4.212	5
74.7	4.585	5.485
74.7	4.978	5.955
74.7	5.389	6.413
74.7	5.814	6.85
74.7	5.995	8.496
74.7	6.095	9.42
74.7	0	9.42
	28	
74.6	0	0
74.6	0.495	0
74.6	0.717	0.017
74.6	0.938	0.054
74.6	1.154	0.114
74.6	1.359	0.2
74.6	1.577	0.332
74.6	1.766	0.5
74.6	1.93	0.715
74.6	2.066	0.951
74.6	2.12	1.054
74.6	2.146	1.106
74.6	2.172	1.158
74.6	2.385	1.637
74.6	2.523	1.984
74.6	2.669	2.327
74.6	2.825	2.666
74.6	2.992	2.999
74.6	3.273	3.506
74.6	3.906	4.506
74.6	4.254	5
74.6	4.625	5.484
74.6	5.015	5.953
74.6	5.421	6.41
74.6	5.842	6.85
74.6	5.977	8.148
74.6	6.106	9.418
74.6	0	9.418
	26	
74.539	0	0
74.539	0.516	0
74.539	0.738	0.017
74.539	0.959	0.054
74.539	1.176	0.113
74.539	1.382	0.199
74.539	1.598	0.332
74.539	1.786	0.501
74.539	1.952	0.715
74.539	2.089	0.95
74.539	2.214	1.2
74.539	2.347	1.498
74.539	2.473	1.8
74.539	2.733	2.406
74.539	3.018	3
74.539	3.3	3.506
74.539	3.605	4
74.539	3.934	4.506
74.539	4.279	5
74.539	4.648	5.484
74.539	5.037	5.952
74.539	5.442	6.408
74.539	5.859	6.85
74.539	5.988	8.147
74.539	6.112	9.417
74.539	0	9.417
	34	
74.35	0	0
74.35	0.583	0
74.35	0.693	0.006
74.35	0.802	0.016
74.35	0.91	0.03
74.35	1.017	0.05
74.35	1.237	0.111
74.35	1.45	0.2
74.35	1.539	0.246
74.35	1.623	0.3
74.35	1.702	0.362
74.35	1.728	0.382
74.35	1.753	0.402
74.35	1.887	0.535
74.35	2	0.688
74.35	2.152	0.939
74.35	2.285	1.201
74.35	2.409	1.473
74.35	2.525	1.75
74.35	2.734	2.252
74.35	2.909	2.63
74.35	3.102	3
74.35	3.392	3.499
74.35	3.689	4.001
74.35	3.905	4.342
74.35	4.131	4.678
74.35	4.502	5.198
74.35	4.894	5.701
74.35	5.142	5.994
74.35	5.396	6.281
74.35	5.654	6.581
74.35	5.908	6.85
74.35	6.13	9.412
74.35	0	9.412
	26	
74.05	0	0
74.05	0.692	0
74.05	0.916	0.015
74.05	1.139	0.051
74.05	1.357	0.111
74.05	1.565	0.199
74.05	1.779	0.332
74.05	1.965	0.5
74.05	2.132	0.715
74.05	2.338	1.074
74.05	2.401	1.2
74.05	2.535	1.498
74.05	2.662	1.8
74.05	3.201	2.922
74.05	3.822	4.001
74.05	4.142	4.506
74.05	4.478	5
74.05	4.831	5.48
74.05	5.201	5.947
74.05	5.586	6.404
74.05	5.981	6.85
74.05	6.026	7.484
74.05	6.109	8.758
74.05	6.131	9.076
74.05	6.153	9.394
74.05	0	9.394
	36	
73.75	0	0
73.75	0.803	0
73.75	0.89	0.002
73.75	0.973	0.008
73.75	1.056	0.016
73.75	1.143	0.029
73.75	1.255	0.05
73.75	1.339	0.071
73.75	1.482	0.114
73.75	1.713	0.216
73.75	1.891	0.329
73.75	1.988	0.41
73.75	2.077	0.5
73.75	2.246	0.715
73.75	2.388	0.95
73.75	2.453	1.074
73.75	2.515	1.2
73.75	2.63	1.449
73.75	2.741	1.7
73.75	2.807	1.851
73.75	2.874	2.001
73.75	3.116	2.505
73.75	3.379	3
73.75	3.591	3.373
73.75	3.806	3.744
73.75	3.961	4.012
73.75	4.121	4.278
73.75	4.249	4.479
73.75	4.545	4.925
73.75	5.049	5.625
73.75	5.332	5.992
73.75	5.569	6.279
73.75	5.81	6.581
73.75	6.048	6.85
73.75	6.171	9.402
73.75	0	9.402
	28	
73.15	0	0
73.15	1.032	0
73.15	1.157	0.005
73.15	1.282	0.016
73.15	1.408	0.033
73.15	1.532	0.058
73.15	1.775	0.134
73.15	2.001	0.247
73.15	2.336	0.536
73.15	2.596	0.9
73.15	2.728	1.147
73.15	2.981	1.678
73.15	3.114	1.955
73.15	3.453	2.619
73.15	3.808	3.275
73.15	4.212	3.997
73.15	4.633	4.71
73.15	4.819	5.008
73.15	5.012	5.301
73.15	5.243	5.623
73.15	5.482	5.94
73.15	5.656	6.166
73.15	5.83	6.392
73.15	6.002	6.621
73.15	6.17	6.85
73.15	6.177	8.135
73.15	6.187	9.392
73.15	0	9.392
	28	
73.15	0	0
73.15	1.032	0
73.15	1.157	0.005
73.15	1.282	0.016
73.15	1.408	0.033
73.15	1.532	0.058
73.15	1.775	0.134
73.15	2.001	0.247
73.15	2.336	0.536
73.15	2.596	0.9
73.15	2.728	1.147
73.15	2.981	1.678
73.15	3.114	1.955
73.15	3.453	2.619
73.15	3.808	3.275
73.15	4.212	3.997
73.15	4.633	4.71
73.15	4.819	5.008
73.15	5.012	5.301
73.15	5.243	5.623
73.15	5.482	5.94
73.15	5.656	6.166
73.15	5.83	6.392
73.15	6.001	6.62
73.15	6.08	6.7
73.15	5.1	6.7
73.15	5.1	9.875
73.15	0	9.875
	25	
72.4	0	0
72.4	1.324	0.001
72.4	1.495	0.005
72.4	1.667	0.024
72.4	1.836	0.057
72.4	2.001	0.108
72.4	2.323	0.27
72.4	2.6	0.5
72.4	2.764	0.696
72.4	2.907	0.91
72.4	3.041	1.145
72.4	3.167	1.384
72.4	3.482	1.999
72.4	3.614	2.25
72.4	3.745	2.5
72.4	4.379	3.733
72.4	4.635	4.214
72.4	4.9	4.69
72.4	5.198	5.202
72.4	5.508	5.708
72.4	5.827	6.207
72.4	6.157	6.7
72.4	5.1	6.7
72.4	5.1	9.875
72.4	0	9.875
	35	
71.65	0	0
71.65	1.624	0
71.65	1.715	0.002
71.65	1.806	0.006
71.65	1.865	0.012
71.65	1.923	0.018
71.65	1.985	0.027
71.65	2.058	0.038
71.65	2.107	0.05
71.65	2.178	0.071
71.65	2.28	0.1
71.65	2.36	0.13
71.65	2.48	0.186
71.65	2.597	0.251
71.65	2.681	0.306
71.65	2.76	0.366
71.65	2.905	0.501
71.65	3.108	0.741
71.65	3.287	1.001
71.65	3.437	1.248
71.65	3.579	1.5
71.65	3.658	1.65
71.65	3.92	2.149
71.65	4.099	2.5
71.65	4.28	2.876
71.65	4.457	3.254
71.65	4.635	3.628
71.65	4.816	4
71.65	5.152	4.679
71.65	5.494	5.356
71.65	5.842	6.03
71.65	6.197	6.7
71.65	5.1	6.7
71.65	5.1	9.875
71.65	0	9.875
	25	
70.9	0	0
70.9	1.934	0
70.9	2.121	0.007
70.9	2.309	0.029
70.9	2.494	0.068
70.9	2.672	0.128
70.9	2.896	0.242
70.9	3.099	0.39
70.9	3.16	0.444
70.9	3.219	0.5
70.9	3.689	1.09
70.9	4.064	1.75
70.9	4.288	2.191
70.9	4.5	2.638
70.9	4.727	3.158
70.9	4.949	3.68
70.9	5.421	4.758
70.9	5.626	5.238
70.9	5.823	5.72
70.9	6.012	6.205
70.9	6.193	6.693
70.9	6.2	6.7
70.9	5.1	6.7
70.9	5.1	9.875
70.9	0	9.875
	27	
70.15	0	0
70.15	2.254	0.001
70.15	2.374	0.002
70.15	2.494	0.01
70.15	2.613	0.026
70.15	2.73	0.049
70.15	2.919	0.106
70.15	3.099	0.184
70.15	3.329	0.327
70.15	3.537	0.5
70.15	4.018	1.085
70.15	4.393	1.749
70.15	4.634	2.247
70.15	4.855	2.753
70.15	5.003	3.126
70.15	5.147	3.5
70.15	5.511	4.448
70.15	5.874	5.478
70.15	6.054	6.063
70.15	6.092	6.201
70.15	6.128	6.339
70.15	6.161	6.479
70.15	6.19	6.619
70.15	6.2	6.7
70.15	5.1	6.7
70.15	5.1	9.875
70.15	0	9.875
	25	
69.4	0	0
69.4	2.585	0
69.4	2.714	0.004
69.4	2.844	0.015
69.4	2.974	0.036
69.4	3.101	0.066
69.4	3.636	0.327
69.4	4.074	0.738
69.4	4.34	1.105
69.4	4.563	1.5
69.4	4.686	1.749
69.4	4.804	2
69.4	4.918	2.249
69.4	5.026	2.501
69.4	5.249	3.081
69.4	5.591	4.084
69.4	5.726	4.5
69.4	5.873	4.984
69.4	6.005	5.472
69.4	6.114	5.967
69.4	6.193	6.465
69.4	6.2	6.7
69.4	5.1	6.7
69.4	5.1	9.875
69.4	0	9.875
	23	
68.65	0	0
68.65	2.916	0
68.65	3.149	0.016
68.65	3.38	0.064
68.65	3.603	0.142
68.65	3.813	0.249
68.65	4.224	0.581
68.65	4.552	1
68.65	4.827	1.49
68.65	5.171	2.249
68.65	5.274	2.5
68.65	5.365	2.747
68.65	5.45	2.997
68.65	5.773	4.048
68.65	6.04	5.115
68.65	6.097	5.391
68.65	6.145	5.668
68.65	6.18	5.951
68.65	6.197	6.229
68.65	6.2	6.7
68.65	5.1	6.7
68.65	5.1	9.875
68.65	0	9.875
	21	
67.9	0	0
67.9	3.233	0
67.9	3.559	0.038
67.9	3.87	0.139
67.9	4.157	0.296
67.9	4.413	0.501
67.9	4.662	0.783
67.9	4.869	1.1
67.9	4.976	1.298
67.9	5.519	2.589
67.9	5.855	3.717
67.9	6.003	4.356
67.9	6.121	5
67.9	6.152	5.22
67.9	6.177	5.44
67.9	6.194	5.667
67.9	6.201	5.883
67.9	6.2	6.7
67.9	5.1	6.7
67.9	5.1	9.875
67.9	0	9.875
	28	
67.15	0	0
67.15	3.528	0
67.15	3.571	0.001
67.15	3.593	0.002
67.15	3.657	0.007
67.15	3.701	0.014
67.15	3.796	0.032
67.15	3.872	0.05
67.15	3.943	0.071
67.15	4.03	0.1
67.15	4.072	0.116
67.15	4.111	0.133
67.15	4.399	0.292
67.15	4.656	0.5
67.15	4.866	0.737
67.15	5.044	1
67.15	5.18	1.246
67.15	5.301	1.5
67.15	5.643	2.386
67.15	5.902	3.301
67.15	6.019	3.824
67.15	6.111	4.35
67.15	6.174	4.889
67.15	6.201	5.415
